"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 04 09:24:13 WET 2020","Fri Dec 04 09:24:21 WET 2020","7794","","","","","","Search",""
